id,type2,fname,cname,sname,rname,fplv,fcname,fspt,fename,rdate,fskl,energy,cenergy,cpower
BT4-111_BD,BATTLE,Umbral Invitation Towa,Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],15000,Towa,Demon Realm Race,Dark Demon Realm Saga,"July 13,2018","**[Dark Over Realm 4]**  **[one]** (If you have at least 4 black cards in your Drop Area, you can play this card by sending all cards in your Drop Area to your Warp. **[Over Realm]**  and **[Dark Over Realm]**  can only be activated once per turn)
**[Auto]**  When you play this card, choose up to 1 of the Battle Cards in your opponent's Battle Area with an energy cost of 3 or less and gain control of it.",4(-),0,5000
BT4-112,BATTLE,Dark Rejuvenator Towa,Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],10000,Towa,Demon Realm Race,Dark Demon Realm Saga,"July 13,2018","**[Over Realm 3]**  **[one]**  (If you have at least 3 cards in your Drop Area, you can play this card by sending all cards in your Drop Area to your Warp. At the end of that turn, send this card from the Battle Area to your Warp. **[Over Realm]**  can only be activated once per turn)
**[Auto]**  When you play this card with **[Over Realm]** , choose up to 1 of your Battle Cards with an energy cost of 2 or less and switch it to Active Mode.",3(-),0,5000
BT4-112_BD,BATTLE,Dark Rejuvenator Towa,Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],10000,Towa,Demon Realm Race,Dark Demon Realm Saga,"July 13,2018","**[Over Realm 3]**  **[one]**  (If you have at least 3 cards in your Drop Area, you can play this card by sending all cards in your Drop Area to your Warp. At the end of that turn, send this card from the Battle Area to your Warp. **[Over Realm]**  can only be activated once per turn)
**[Auto]**  When you play this card with **[Over Realm]** , choose up to 1 of your Battle Cards with an energy cost of 2 or less and switch it to Active Mode.",3(-),0,5000
BT4-113,BATTLE,"Gravy, Lightning's Might",Black,Series 4 ï½COLOSSAL WARFAREï½,Uncommon[UC],20000,Gravy,Demon God,Dark Demon Realm Saga,"July 13,2018","**[Dark Over Realm 2]** **[two]**  (If you have at least 2 black cards in your Drop Area, you can play this card by sending all cards in your Drop Area to your Warp. **[Over Realm]**  and **[Dark Over Realm]**  can only be activated once per turn)",3(-),0,5000
BT4-114,BATTLE,"Gravy, in Demigra's Thrall",Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],15000,Gravy,Evil Wizard,Dark Demon Realm Saga,"July 13,2018","**[Auto]**  When you attack or combo with this card, if your Leader Card is black, choose up to 2 cards in your Warp and place them in your Drop Area.",2(-),0,5000
BT4-115,BATTLE,Frigid Blast Putine,Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],10000,Putine,Demon God,Dark Demon Realm Saga,"July 13,2018","**[Dark Over Realm 3]**  (If you have at least 3 black cards in your Drop Area, you can play this card by sending all cards in your Drop Area to your Warp. **[Over Realm]**  and **[Dark Over Realm]**  can only be activated once per turn)
**[Auto]**  When you play this card, choose up to 1 Demigra with an energy cost of 4 or less from your deck and add it to your hand, then shuffle your deck.",2(-),0,5000
BT4-116,BATTLE,"Putine, in Demigra's Thrall",Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],4000,Putine,Evil Wizard,Dark Demon Realm Saga,"July 13,2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Auto]**  When you play this card, if your Leader Card is Demigra, place up to 2 cards from the top of your deck in your Drop Area.",1(-),0,5000
BT4-117,BATTLE,Time Trauma Masked Saiyan,Black,Series 4 ï½COLOSSAL WARFAREï½,Uncommon[UC],15000,Masked Saiyan,Saiyan,Dark Demon Realm Saga,"July 13,2018","**[Auto]**  When you play this card, if your Leader Card is black, you may choose up to 2 cards in your life and add them to your hand. If you chose to add 1 or more cards to your hand, choose up to 1 of your opponent's Battle Cards with an energy cost of 5 or less and send it to their Warp.",3(-),0,5000
BT4-118,BATTLE,Dimensional Banisher Fu,Black,Series 4 ï½COLOSSAL WARFAREï½,Rare[R],20000,Fu,Scientist,Dark Demon Realm Saga,"July 13,2018","**[Over Realm 5]**  **[one]** 
**[Double Strike]** 
**[Auto]**  When you play this card with **[Over Realm]** , choose up to 1 of your opponent's Battle Cards and send it to their Warp.",5(-),0,5000
BT4-118_PR,BATTLE,Dimensional Banisher Fu,Black,Series 4 ï½COLOSSAL WARFAREï½,Rare[R],20000,Fu,Scientist,Dark Demon Realm Saga,"March 9, 2019","**[Over Realm 5]**  **[one]** 
**[Double Strike]** 
**[Auto]**  When you play this card with **[Over Realm]** , choose up to 1 of your opponent's Battle Cards and send it to their Warp.",5(-),0,5000
BT4-118_PR02,BATTLE,Dimensional Banisher Fu,Black,Series 4 ï½COLOSSAL WARFAREï½,Rare[R],20000,Fu,Scientist,Dark Demon Realm Saga,"October 25, 2019","**[Over Realm 5]**  **[one]** 
**[Double Strike]** 
**[Auto]**  When you play this card with **[Over Realm]** , choose up to 1 of your opponent's Battle Cards and send it to their Warp.",5(-),0,5000
BT4-119,BATTLE,"Tokitoki, Time Creator",Black,Series 4 ï½COLOSSAL WARFAREï½,Common[C],1000,Tokitoki,God,Dark Demon Realm Saga,"July 13,2018","**[Deflect]**  (This card isn't affected by **[Counter Play]**  skills)
**[Auto]**  When you play this card, you may place it on the top of your deck. If you do so, choose up to 1 black Battle Card with 3000 power from your deck and play it, then shuffle your deck.",1(-),0,5000
BT4-123,BATTLE,"Distant Descendant, Son Goku Jr.",Yellow,Series 4 ï½COLOSSAL WARFAREï½,Secret Rare[SCR],40000,Son Goku Jr.,Saiyan/Earthling/Goku's Lineage,Special,"July 13,2018","**[Ultimate]** 
**[Triple Strike]** 
**[Auto]**  When this card attacks, look at up to 7 cards from the top of your deck, choose as many Goku's Lineage from among them as you like, and combo with them, then shuffle your deck. If 5 or more of the cards you combo with using this skill have different card names, choose up to 2 of your opponent's life cards and place them in their Drop Area.",8((Y)(Y)(Y)(Y)),1,10000
BT3-003,BATTLE,Victorious Fist Super Saiyan 3 Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],25000,Son Goku: GT,Saiyan,Baby Saga,"March 9, 2018","**[EX-Evolve]**  (R), place 1 card from your hand in the Drop Area : Red Son Goku : GT with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Double Strike]** 
**[Auto]**  **[Once per turn]**  When this card attacks, switch this card to Active Mode, and it gains +5000 power for the duration of the turn.",6((R)(R)(R)),1,10000
BT3-004,BATTLE,Rising Fist Super Saiyan 2 Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],20000,Son Goku: GT,Saiyan,Black Star Dragon Ball Saga,"March 9, 2018","**[Evolve]**  (R)(R)(R)**[one]**  : Son Goku : GT
**[Double Strike]** 
**[Auto]**  When a card evolves into this card, draw 2 cards.",5((R)(R)(R)),1,10000
BT3-005,BATTLE,Determined Super Saiyan Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Son Goku: GT,Saiyan,Black Star Dragon Ball Saga,"March 9, 2018","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)
**[Permanent]**  When your life is at 4 or less, increase the energy cost of this card in your Battle Area by 2.",3((R)(R)),0,5000
BT3-005_PR,BATTLE,Determined Super Saiyan Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Son Goku: GT,Saiyan,Black Star Dragon Ball Saga,"July 13, 2018","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)
**[Permanent]**  When your life is at 4 or less, increase the energy cost of this card in your Battle Area by 2.",3((R)(R)),0,5000
BT3-006,BATTLE,Pint-sized Warrior Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,Son Goku: GT,Saiyan,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When you play this card, look at up to 7 cards from the top of your deck. Choose up to 1 red Son Goku : GT among them and add it to your hand. Then, shuffle your deck.",1((R)),0,5000
BT3-007,BATTLE,Shocking Future Son Goku,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Son Goku: GT,Saiyan,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  At the end of the battle after you combo with this card, choose up to 1 Son Goku : GT with 5000 or less power from your deck and add it to your hand. Then, shuffle your deck.",2((R)(R)),1,5000
BT3-008,BATTLE,Fearless Pan,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],15000,Pan,Saiyan/Earthling,Black Star Dragon Ball Saga,"March 9, 2018","**[Blocker]** 
**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Auto]**  When you play this card, choose all of your other red Leader Cards and red Battle Cards. They gain +5000 power and **[Double Strike]**  for the duration of the turn.",3((R)(R)),0,5000
BT3-008_BD,BATTLE,Fearless Pan,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],15000,Pan,Saiyan/Earthling,Black Star Dragon Ball Saga,"March 9, 2018","**[Blocker]** 
**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Auto]**  When you play this card, choose all of your other red Leader Cards and red Battle Cards. They gain +5000 power and **[Double Strike]**  for the duration of the turn.",3((R)(R)),0,5000
BT3-009,BATTLE,Pan,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Pan,Saiyan/Earthling,Black Star Dragon Ball Saga,"March 9, 2018",-,1((R)),0,5000
BT3-010,BATTLE,Reliable Trunks,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],20000,Trunks: GT,Saiyan/Earthling,Black Star Dragon Ball Saga,"March 9, 2018","**[Evolve]**  (R)(R) : Trunks : GT
**[Critical]** 
**[Auto]**  When you play this card, draw 1 card, then choose up to 1 of your red Leader Cards or red Battle Cards. It gains +5000 power for the duration of the turn.",4((R)(R)),0,5000
BT3-011,BATTLE,Quick Rush Trunks,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Trunks: GT,Saiyan/Earthling,Black Star Dragon Ball Saga,"March 9, 2018","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)",2((R)(R)),0,5000
BT3-012,BATTLE,Dependable Robot Giru,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,Giru,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Permanent]**  If Pan is in your Battle Area or Leader Area, you can play this card from your hand without paying its energy cost.",2((R)(R)),0,5000
BT3-013,BATTLE,Handy Giru,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],12000,Giru,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Super Combo]**  You can only include up to 4 cards with **[Super Combo]**  in your deck
**[Auto]**  When you combo with this card, if your Leader Card is red and your life is at 4 or less, draw 1 card and this card gains +10000 combo power for the duration of this turn.",2((R)(R)),0,0
BT3-014,BATTLE,Hidden Power Uub,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],20000,Uub,Earthling,Black Star Dragon Ball Saga,"March 9, 2018",**[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking),3((R)(R)),0,5000
BT3-015,BATTLE,Bodyguard Ledgic,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Ledgic,Bodyguard,Black Star Dragon Ball Saga,"March 9, 2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Permanent]**  When your opponent has Battle Cards in their Battle Area and you have no Battle Cards in your Battle Area, you can play this card from your hand without paying its energy cost.",3((R)(R)),0,5000
BT3-015_PR,BATTLE,Bodyguard Ledgic,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Ledgic,Bodyguard,Black Star Dragon Ball Saga,"November 9, 2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Permanent]**  When your opponent has Battle Cards in their Battle Area and you have no Battle Cards in your Battle Area, you can play this card from your hand without paying its energy cost.",3((R)(R)),0,5000
BT3-016,BATTLE,Power-absorbing Luud,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],25000,Luud,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Permanent]**  If Pan is not under this card, it cannot attack.
[Activate:Main] **[Once per turn]**  Choose 1 Battle Card in your Drop Area and place it under this card : This card gains **[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking) for the duration of the turn.",3((R)(R)),0,5000
BT3-017,BATTLE,"Dr. Myuu, Under Baby's Control",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,Dr. Myuu,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When you play this card, look at up to 3 cards from the top of your deck. Choose up to 1  Machine Mutant or card whose card name includes {Baby} among them and add it to your hand. Then, shuffle your deck.",1((R)),0,5000
BT3-018,BATTLE,"Meta-Rilldo, Form Perfected",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],30000,General Rilldo,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[EX-Evolve]**  (R), place 1 card from your hand in the Drop Area : Red General Rilldo with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Double Strike]** 
**[Activate Main]**  **[Once per turn]**  Place 1 {Planet M-2} from your hand or Battle Area in the Drop Area : Draw 2 cards. Then, choose your opponent's Leader Card, and it loses -5000 power for the duration of the turn. Then, choose all of your opponent's Battle Cards, and they lose -10000 power for the duration of the turn.",7((R)(R)(R)(R)),1,10000
BT3-019,BATTLE,"General Evolved, Hyper Meta-Rilldo",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],25000,General Rilldo,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Double Strike]** 
**[Auto]**  When you play this card, choose all of your opponent's Battle Cards and they lose -10000 power for the duration of the turn. (If a Battle Card's power falls to 0 or less, it is KO-ed)
**[Auto]**  When this card attacks, choose up to 1 of your opponent's Battle Cards with 10000 or less power and KO that card.",5((R)(R)(R)),1,10000
BT3-020,BATTLE,"Hidden Ability, General Rilldo",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],15000,General Rilldo,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Union-Absorb]**  Choose 1 each of Nezi, Natt, Bizu, and Ribet from your Drop Area and place them under this card : Choose up to 1 General Rilldo with 25000 power from your deck and place it on top of this card. Then, shuffle your deck.",3((R)(R)),0,5000
BT3-021,BATTLE,Triple Union Super Sigma,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],20000,Super Sigma,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking)
**[Activate Main]**  Place this card in your Drop Area : Draw 2 cards. Then, choose up to 1 of your opponent's Battle Cards, and it loses -10000 power for the duration of the turn. (If a Battle Card's power falls to 0 or less, it is KO-ed)",4((R)(R)(R)),0,5000
BT3-022,BATTLE,Commander Nezi,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],15000,Nezi,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Union-Absorb]**  Choose 1 each of Bizu and Ribet from your hand or Battle Area and place them under this card : Choose up to 1 Super Sigma from your deck and place it on top of this card. Then, shuffle your deck.
**[Auto]**  When you play this card, if your Leader Card is Dr. Myuu, choose up to 1 Natt from your deck and add it to your hand. Then, shuffle your deck.",3((R)(R)),0,5000
BT3-023,BATTLE,"Mega Cannon Sigma, Natt",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,Natt,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When you play this card, if your Leader Card is Dr. Myuu, choose up to 1 Bizu from your deck and add it to your hand. Then, shuffle your deck.",1((R)),0,5000
BT3-024,BATTLE,"Mega Cannon Sigma, Bizu",Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Bizu,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When you play this card, if your Leader Card is Dr. Myuu, choose up to 1 Ribet from your deck and add it to your hand. Then, shuffle your deck.",2((R)),0,5000
BT3-025,BATTLE,Mega Cannon Sigma Ribet,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Ribet,Machine Mutant,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When you play this card, if your Leader Card is Dr. Myuu, choose up to 1 Nezi from your deck and add it to your hand. Then, shuffle your deck.",2((R)),0,5000
BT3-026,BATTLE,Pride and Justice Toppo,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],20000,Toppo,Alien,Universe Survival Saga,"March 9, 2018","**[Counter Attack]**  Play this card and negate the attack.
**[Permanent]**  If you or your opponent's Leader Card has 15000 or more power, reduce the energy cost of this card in your hand by 2.**[Auto]**  When this card KO-s your opponent's Battle Card, switch it to Active Mode.",4((R)(R)),0,5000
BT3-026_BD,BATTLE,Pride and Justice Toppo,Red,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],20000,Toppo,Alien,Universe Survival Saga,"March 9, 2018","**[Counter Attack]**  Play this card and negate the attack.
**[Permanent]**  If you or your opponent's Leader Card has 15000 or more power, reduce the energy cost of this card in your hand by 2.**[Auto]**  When this card KO-s your opponent's Battle Card, switch it to Active Mode.",4((R)(R)),0,5000
BT3-033,BATTLE,Ultra Instinct -Sign- Son Goku,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],35000,Son Goku,Saiyan,Universe Survival Saga,"March 9, 2018","**[EX-Evolve]**  (U)(U)place 1 card from your hand in the Drop Area : Blue Son Goku with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Triple Strike]**  (This card inflicts 3 damage instead of 1 when attacking)
**[Permanent]**  Your opponent can't combo for the duration of this card's battle.
**[Auto]**  When a card evolves into this card, return all of your opponent's Battle Cards to their owner's hand.",7((U)(U)(U)),1,10000
BT3-033_SPR,BATTLE,Ultra Instinct -Sign- Son Goku,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Special Rare[SPR],35000,Son Goku,Saiyan,Universe Survival Saga,"March 9, 2018","**[EX-Evolve]**  (U)(U)place 1 card from your hand in the Drop Area : Blue Son Goku with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Triple Strike]**  (This card inflicts 3 damage instead of 1 when attacking) 
**[Permanent]**  Your opponent can't combo for the duration of this card's battle.
**[Auto]**  When a card evolves into this card, return all of your opponent's Battle Cards to their owner's hand.",7((U)(U)(U)),1,10000
BT3-034,BATTLE,Ultimate Spirit Bomb Son Goku,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],25000,Son Goku,Saiyan,Majin Buu Saga,"March 9, 2018","**[EX-Evolve]**  (U)place 2 cards from your hand in the Drop Area : Blue Son Goku with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Double Strike]** 
**[Permanent]**  Your opponent can't activate **[Counter]** 
 against this card's attacks.
**[Auto]**  When this card attacks, choose up to 5 Battle Cards in your Energy Area and combo with them.",7((U)(U)(U)),1,10000
BT3-035,BATTLE,Furious Rush Super Saiyan 3 Son Goku,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],20000,Son Goku,Saiyan,Majin Buu Saga,"March 9, 2018","**[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle)
**[Auto]**  When you play this card, draw 1 card.",5((U)(U)),1,10000
BT3-035_BD,BATTLE,Furious Rush Super Saiyan 3 Son Goku,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],20000,Son Goku,Saiyan,Majin Buu Saga,"March 9, 2018","**[Dual Attack]**  (Once per turn, when this card attacks, switch this card to Active Mode after the battle)
**[Auto]**  When you play this card, draw 1 card.",5((U)(U)),1,10000
BT3-036,BATTLE,Final Explosion Prince of Destruction Vegeta,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],20000,Vegeta,Saiyan,Majin Buu Saga,"March 9, 2018","**[Double Strike]** 
**[Auto]**  At the end of the battle after this card attacks, place this card at the bottom of your deck. Then choose any number of your opponent's Battle Cards for which the total cost adds up to 5 or less and KO them.",4((U)(U)),0,5000
BT3-037,BATTLE,"Universal Leader, Grand Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],10000,Grand Supreme Kai,God,Majin Buu Saga,"March 9, 2018","**[Auto]**  When you play this card, choose up to 1 Battle Card other than Grand Supreme Kai with a card name that includes {Supreme Kai} from your deck and add it to your hand. Then, shuffle your deck.",2((U)),0,5000
BT3-038,BATTLE,"Unyielding Defender, East Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,East Supreme Kai,God,Majin Buu Saga,"March 9, 2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)",2((U)(U)),0,5000
BT3-039,BATTLE,"Majin Defier, West Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,West Supreme Kai,God,Majin Buu Saga,"March 9, 2018","**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Permanent]**  You can use this card to pay energy costs even when it's in your Battle Area.",2((U)(U)),0,5000
BT3-039_PR,BATTLE,"Majin Defier, West Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,West Supreme Kai,God,Majin Buu Saga,"July 13, 2018","**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Permanent]**  You can use this card to pay energy costs even when it's in your Battle Area.",2((U)(U)),0,5000
BT3-040,BATTLE,"Majin Defier, South Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],15000,South Supreme Kai,God,Majin Buu Saga,"March 9, 2018","**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)
**[Auto]**  When this card attacks, choose up to 1 of your opponent's Battle Cards with an energy cost of 3 or less and return it to their owner's hand. (Cards stacked under the card are placed in the Drop Area)",3((U)),0,5000
BT3-041,BATTLE,"Majin Defier, North Supreme Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,North Supreme Kai,God,Majin Buu Saga,"March 9, 2018","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card)
**[Auto]**  When you play this card, choose up to 1 God in your Battle Area with an energy cost of 3 or less and switch it to Active Mode.",2((U)),0,5000
BT3-042,BATTLE,"Kibito, Kai's Attendant",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Kibito,God,Majin Buu Saga,"March 9, 2018","**[Activate Main]**  Switch this card to Rest Mode : Choose 1 of your Battle Cards and return it to your hand. Then, choose up to 1 of your opponent's Battle Cards with an energy cost of 3 or less and return it to their owner's hand. (Cards stacked under the card are placed in the Drop Area)",2((U)),0,5000
BT3-043,BATTLE,"Powers Combined, Kibito Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],12000,Kibito Kai,God,Majin Buu Saga,"March 9, 2018","**[Super Combo]**  You can only include up to 4 cards with **[Super Combo]**  in your deck
**[Auto]**  When you combo with this card, if your Leader Card is blue and your life is at 4 or less, this card gains +10000 combo power for the duration of the turn. Then, choose up to 1 card in your opponent's Combo Area and return it to their owner's hand. Then, if there are no cards in your opponent's Combo Area, draw 1 card.",2((U)),0,0
BT3-043_PR,BATTLE,"Powers Combined, Kibito Kai",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],12000,Kibito Kai,God,Majin Buu Saga,"June 30, 2018","**[Super Combo]**  You can only include up to 4 cards with **[Super Combo]**  in your deck
**[Auto]**  When you combo with this card, if your Leader Card is blue and your life is at 4 or less, this card gains +10000 combo power for the duration of the turn. Then, choose up to 1 card in your opponent's Combo Area and return it to their owner's hand. Then, if there are no cards in your opponent's Combo Area, draw 1 card.",2((U)),0,0
BT3-044,BATTLE,Thinks He's the Best Hercule,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Hercule,Earthling,Majin Buu Saga,"March 9, 2018","**[Auto]**  When you play this card, if your Leader Card is Majin Buu, choose 2 of your energy and place them at the bottom of your deck in any order. Then, take the top 2 cards of your deck and add them to your energy.",2((U)),0,5000
BT3-045,BATTLE,"Agent of Resurrection, Babidi",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],5000,Evil Wizard Babidi,Evil Wizard,Majin Buu Saga,"March 9, 2018","**[Auto]**  When you play this card, look at up to 3 cards from the top of your deck. Choose up to 1 Majin Buu among them and add it to your hand. Then, shuffle your deck.",1((U)),0,5000
BT3-046,BATTLE,"Magician's Father, Bibidi",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],10000,Evil Wizard Bibidi,Evil Wizard,Majin Buu Saga,"March 9, 2018","**[Permanent]**  All of the Majin Buu in your Battle Area gain **[Barrier]**  (This card can't be chosen by the skills of your opponent's cards).
**[Auto]**  When you play this card, choose up to 1 {Out of Control Evil, Majin Buu} from your deck and play it. Then, shuffle your deck.",4((U)(U)),0,5000
BT3-047,BATTLE,"The Ultimate Evil, Majin Buu",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Super Rare[SR],30000,Majin Buu,Majin,Majin Buu Saga,"March 9, 2018","**[EX-Evolve]**  (U)place 2 cards from your hand in the Drop Area : Majin Buu with an energy cost of 5 or more. (Play this card on top of the specified card)
**[Triple Strike]**  (This card inflicts 3 damage instead of 1 when attacking)
**[Auto]**  When a card evolves into this card, switch this card to Active Mode, and it gains +30000 power for the duration of the turn.",7((U)(U)(U)),1,10000
BT3-048,BATTLE,"Out of Control Evil, Majin Buu",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Uncommon[UC],15000,Majin Buu,Majin,Majin Buu Saga,"March 9, 2018","**[Union-Absorb]** (U)place 1 Battle Card from your hand under this card : Choose up to 1 blue Majin Buu with an energy cost of 5 from your deck and place it on top of this card. Then, shuffle your deck.
**[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand)",3((U)(U)),0,5000
BT3-049,BATTLE,Power Absorbing Majin Buu,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Rare[R],25000,Majin Buu,Majin,Majin Buu Saga,"March 9, 2018","**[Evolve]** (U)(U)**[two]**  : South Supreme Kai
**[Dual Attack]** 
**[Activate Main]**  **[Once per turn]**  Choose 1 South Supreme Kai under this card : Gain all of the chosen card's skills for the duration of the turn.",5((U)(U)),1,10000
BT3-050,BATTLE,"Majin Buu, Dawn of the Rampage",Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],20000,Majin Buu,Majin,Majin Buu Saga,"March 9, 2018","**[Union-Absorb]**  **[two]** place 1 Battle Card from your hand under this card : Choose up to 1 {Awakening Evil Majin Buu} from your deck and place it on top of this card. Then, shuffle your deck.
**[Barrier]**  (This card can't be chosen by the skills of your opponent's cards)
**[Permanent]**  When this card is under a card, the Majin Buu on top of this card gains **[Barrier]** .",4((U)),0,5000
BT3-051,BATTLE,God Absorber Majin Buu,Blue,Series 3 Boosterï½CROSS WORLDSï½ ,Common[C],20000,Majin Buu,Majin,Majin Buu Saga,"March 9, 2018","**[Evolve]**  (U)(U)**[two]**  : Grand Supreme Kai (Play this card on top of the specified card)
**[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking)
**[Permanent]**  If this card would leave the Battle Area when there are any Grand Supreme Kai cards placed under this card, place all the cards under this card in the Drop Area instead.",5((U)(U)),0,5000
