id,type2,fname,cname,sname,rname,rdate,fskl,energy
BT1-051,EXTRA,Result of Training,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],"From July 28, 2017","**[Activate Main]**  During this turn, you may activate your Leader Card's **[Awaken]**  even if you have 5 or more life. Then, choose up to 4 of your energy and switch them to Active Mode.",5((U)(U))
BT1-052,EXTRA,Objection,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Activate Main]**  Choose up to 1card from your hand, and add it to your energy.",2((U))
BT1-052_PR,EXTRA,Objection,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"March 9, 2019","**[Activate Main]**  Choose up to 1card from your hand, and add it to your energy.",2((U))
BT1-052_PR02,EXTRA,Objection,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"June 21, 2019","**[Activate Main]**  Choose up to 1card from your hand, and add it to your energy.",2((U))
BT1-052_PR03,EXTRA,Objection,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"October 25, 2019","**[Activate Main]**  Choose up to 1card from your hand, and add it to your energy.",2((U))
BT1-053,EXTRA,Senzu Bean,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Activate Battle]**  Choose up to 1 of your cards. It gains +5000 power for the duration of the turn. Then, choose up to 2 of your energy and switch them to Active Mode.",1((U))
BT1-053_PR,EXTRA,Senzu Bean,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"June 21, 2019","**[Activate Battle]**  Choose up to 1 of your cards. It gains +5000 power for the duration of the turn. Then, choose up to 2 of your energy and switch them to Active Mode.",1((U))
BT1-053_PR02,EXTRA,Senzu Bean,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"October 25, 2019","**[Activate Battle]**  Choose up to 1 of your cards. It gains +5000 power for the duration of the turn. Then, choose up to 2 of your energy and switch them to Active Mode.",1((U))
BT1-054,EXTRA,Encouraging Presence Monaka,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Activate Main]**  Your Leader Card gains **[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking) for the duration of the turn. Then, draw 1 card.",1((U))
BT1-055,EXTRA,Whis's Coercion,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Counter Attack]**  Negate the attack. Then, choose up to 1 of your energy and switch it to Active Mode.",1((U))
BT1-055_PR,EXTRA,Whis's Coercion,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"June 21, 2019","**[Counter Attack]**  Negate the attack. Then, choose up to 1 of your energy and switch it to Active Mode.",1((U))
BT1-055_PR02,EXTRA,Whis's Coercion,Blue,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"October 25, 2019","**[Counter Attack]**  Negate the attack. Then, choose up to 1 of your energy and switch it to Active Mode.",1((U))
BT1-079,EXTRA,King Vegeta's Surprise Attack,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],"From July 28, 2017","**[Activate Battle]**  Choose up to 1 of your Battle Cards. It gains +10000 power and **[Revenge]**  (When this card is attacked, KO the attacking card after the battle) for the duration of the turn. ",1((G))
BT1-079_PR,EXTRA,King Vegeta's Surprise Attack,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],"June 21, 2019","**[Activate Battle]**  Choose up to 1 of your Battle Cards. It gains +10000 power and **[Revenge]**  (When this card is attacked, KO the attacking card after the battle) for the duration of the turn. ",1((G))
BT1-080,EXTRA,Full Power Energy,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Counter Attack]**  Negate the attack. Then, choose up to 1 opponent Battle Card with an energy cost of 1 or less and KO that card.",1((G))
BT1-080_PR,EXTRA,Full Power Energy,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"November 17, 2018","**[Counter Attack]**  Negate the attack. Then, choose up to 1 opponent Battle Card with an energy cost of 1 or less and KO that card.",1((G))
BT1-080_PR02,EXTRA,Full Power Energy,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"November 17, 2018","**[Counter Attack]**  Negate the attack. Then, choose up to 1 opponent Battle Card with an energy cost of 1 or less and KO that card.",1((G))
BT1-080_BD,EXTRA,Full Power Energy,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Counter Attack]**  Negate the attack. Then, choose up to 1 opponent Battle Card with an energy cost of 1 or less and KO that card.",1((G))
BT1-081,EXTRA,Broly's Ring,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Field]**  (Place and activate this card in the Battle Area. It remains in the Battle Area until you activate another **[Field]** . When you do, place this card in the Drop Area)**[Permanent]**  Your hand is not affected by your  Leader Card Broly's skill.",1((G))
BT1-082,EXTRA,Family Kamehameha,Green,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017",**[Activate Main]**  Choose up to 1 opponent Battle Card with an energy cost of 2 or less and KO that card.,1((G))
BT1-106,EXTRA,Recoome Eraser Gun,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Uncommon[UC],"From July 28, 2017","**[Counter Attack]**  If your Leader Card is yellow, negate the attack.Afterwards, the opponent's Battle Cards are unable to attack for the duration of the turn.",4((Y)(Y))
BT1-107,EXTRA,Cold Bloodlust,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Counter Play]**  If your Leader Card is Frieza's Army, the Battle Card played has its skill negated for the duration of the turn. ",1((Y))
BT1-107_PR,EXTRA,Cold Bloodlust,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From March 9, 2018","**[Counter Play]**  If your Leader Card is Frieza's Army, the Battle Card played has its skill negated for the duration of the turn. ",1((Y))
BT1-107_PR02,EXTRA,Cold Bloodlust,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"March 15, 2019","**[Counter Play]**  If your Leader Card is Frieza's Army, the Battle Card played has its skill negated for the duration of the turn. ",1((Y))
BT1-108,EXTRA,Bad Ring Laser,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017",**[Counter Counter]**  Place 1 yellow card from your hand in the Drop Area : Negate the **[Counter]** .,1((Y))
BT1-109,EXTRA,Frieza's Call,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017","**[Activate Main]**  Choose 1 Frieza's Army card of energy cost 2 or less from your deck, and play it in Rest Mode. Then, shuffle your deck.",1((Y))
BT1-109_PR,EXTRA,Frieza's Call,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"March 9, 2019","**[Activate Main]**  Choose 1 Frieza's Army card of energy cost 2 or less from your deck, and play it in Rest Mode. Then, shuffle your deck.",1((Y))
BT1-110,EXTRA,Crusher Ball,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"From July 28, 2017",**[Counter Play]**  The Battle Card played is played in Rest Mode.,1((Y))
BT1-110_PR,EXTRA,Crusher Ball,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"November 17, 2018",**[Counter Play]**  The Battle Card played is played in Rest Mode.,1((Y))
BT1-110_PR02,EXTRA,Crusher Ball,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"November 17, 2018",**[Counter Play]**  The Battle Card played is played in Rest Mode.,1((Y))
BT1-110_PR03,EXTRA,Crusher Ball,Yellow,Series 1 Boosterï½GALACTIC BATTLEï½ ,Common[C],"October 25, 2019",**[Counter Play]**  The Battle Card played is played in Rest Mode.,1((Y))
TB3-015,EXTRA,Recoome Ultra Fighting Bomber,Red,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019",**[Activate Main]**  If a Recoome card is in play in your Battle Area : Choose up to 1 of your opponent's Battle Cards with 15000 power or less ignoring **[Barrier]**  and KO it.,1((R))
TB3-016,EXTRA,Frieza's Spaceship,Red,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],"January 18, 2019","**[Field]**  (Place and activate this card in the Battle Area. It remains in the Battle Area until you activate another **[Field]**  card. When you do, place this card in the Drop Area.)
**[Auto]**  At the end of your turn, choose up to 1 red Frieza's Army card with an energy cost of 2 from your hand and play it. If you played a card with this skill, draw 1 card.",2((R)(R))
TB3-017,EXTRA,Paralysis Technique,Red,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Counter Attack]**  Negate the attack, and if your Leader Card is a red Frieza's Army card, choose your opponent's Leader Card and all of their Battle Cards, and they get -5000 power for the duration of the turn.",1((R))
TB3-031,EXTRA,Future Punch,Blue,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Activate Main]**  Choose 1 {Toolo, the Seer} in your Drop Area and place it at the bottom of your deck : Choose all of your blue Saiyan Leader Cards and blue Saiyan Battle Cards, and they get +5000 power and **[Critical]**  for the duration of the turn. At the end of the turn, choose all of the Saiyan cards in your Battle Area and place them in their owners' Drop Areas.",1((U))
TB3-032,EXTRA,Tora's Red Armband,Blue,Themed Boosterï½CLASH OF FATESï½,Rare[R],"January 18, 2019","**[Activate Main]**  If your Leader Card is a Bardock's Crew card, choose 1 blue Tora card in your Drop Area and send it to your Warp : Draw 4 cards, choose up to 1 {Final Strike Bardock} in your Battle Area and switch it to Active Mode, and it gets +10000 power and **[Double Strike]**  for the duration of the turn. At the end of the turn, choose up to 1 of your energy and switch it to Active Mode.",4((U)(U))
TB3-032_SPR,EXTRA,Tora's Red Armband,Blue,Themed Boosterï½CLASH OF FATESï½,Special Rare[SPR],"January 18, 2019","**[Activate Main]**  If your Leader Card is a Bardock's Crew card, choose 1 blue Tora card in your Drop Area and send it to your Warp : Draw 4 cards, choose up to 1 {Final Strike Bardock} in your Battle Area and switch it to Active Mode, and it gets +10000 power and **[Double Strike]**  for the duration of the turn. At the end of the turn, choose up to 1 of your energy and switch it to Active Mode.",4((U)(U))
TB3-033,EXTRA,Dream the Future,Blue,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Counter Attack]**  Negate the attack, and if your Leader Card is a Bardock's Crew card, you may choose 1 blue card in your hand and place it in your Drop Area. If you do, add this card to your hand.",1((U))
TB3-046,EXTRA,Plea for Salvation,Green,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a Shenron card : Choose 1 green Battle Card in your Drop Area with an energy cost less than or equal to your current energy and play it, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.",4((G)(G))
TB3-047,EXTRA,Frieza Army Healing Pod,Green,Themed Boosterï½CLASH OF FATESï½,Rare[R],"January 18, 2019","**[Field]** 
**[Auto]** **[Once per turn]**  When you play a green Battle Card from your Drop Area, draw 1 card.
**[Activate Main]** (G)(G)**[two]** , place this card in its owner's Drop Area : Choose up to 1 Battle Card with an energy cost of 4 or less from your Drop Area and play it.",1((G))
TB3-048,EXTRA,Preemptive Strike,Green,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],"January 18, 2019","**[Counter Play]**  If your Leader Card is green and the Battle Card your opponent is playing has an energy cost of 4 or less, it is placed in its owner's Drop Area instead of being played.",2((G)(G))
TB3-061,EXTRA,Twin Revival,Yellow,Themed Boosterï½CLASH OF FATESï½,Uncommon[UC],"January 18, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a yellow Shenron card : Choose up to 2 yellow Namekian cards with energy costs of 2 or less in your Drop Area and play them.",3((Y)(Y)(Y))
TB3-062,EXTRA,Assimilate,Yellow,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019",**[Activate Main]**  Choose up to 1 green or yellow Namekian card with an energy cost of 2 or less from your deck and add it to your hand.,0(-)
TB3-063,EXTRA,Solar Flare,Yellow,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Counter Attack]**  Negate the attack, and if your Leader Card is yellow, choose up to 1 of your yellow Battle Cards with an energy cost of 2 or less, and it gains **[Blocker]**  for the duration of the turn.",1((Y))
TB3-067,EXTRA,Porunga's Dragon Ball,Black,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Dragon Ball]**  (You can include as many copies of cards with **[Dragon Ball]**  in your deck as you like, as long as the total number doesn't exceed 7.)
**[Activate Main]**  If your Leader Card is a Shenron card, draw 1 card.",0(-)
TB3-068,EXTRA,Wish to Porunga,Black,Themed Boosterï½CLASH OF FATESï½,Common[C],"January 18, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a black Shenron card, choose 1 of your and your opponent's Battle Cards with equal energy costs ignoring **[Barrier]**  : Choose all other Battle Cards you control, all other Battle Cards your opponent controls ignoring **[Barrier]** , and your and your opponent's hands, then shuffle them into their owners' decks, then you and your opponent draw 5 cards.
",3(-)
TB2-018,EXTRA,Babidi's Spaceship,Red,Themed Boosterï½World Martial Arts Tournamentï½,Common[C],21-Sep-18,"**[Field]**  (Place and activate this card in the Battle Area. It remains in the Battle Area until you activate another **[Field]** . When you do, place this card in the Drop Area)
**[Activate Main]**  Switch this card to Rest Mode : Look at 1 card from the top of your deck, choose up to 1 Dabura, Pui Pui, or Yakon and add it to your hand, then place the rest on the bottom of your deck.",1((R))
TB2-033,EXTRA,Shocking Latent Ability,Blue,Themed Boosterï½World Martial Arts Tournamentï½,Uncommon[UC],21-Sep-18,"**[Activate Battle]**  If your Leader Card is Uub, it gains +10000 power for the duration of the battle, and you draw 1 card.",1((U))
TB2-049,EXTRA,Feet Kamehameha,Green,Themed Boosterï½World Martial Arts Tournamentï½,Common[C],21-Sep-18,"**[Activate Battle]**  If your Leader Card is a green Son Goku, for the duration of the battle it gains +15000 power and **[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand).",1((G))
TB2-064,EXTRA,I'm the World Champion!,Yellow,Themed Boosterï½World Martial Arts Tournamentï½,Common[C],21-Sep-18,"**[Activate Main]**  If Son Goku : Childhood is in play in your Battle Area, draw 2 cards.",1((Y))
TB2-068,EXTRA,World Tournament Arena,Black,Themed Boosterï½World Martial Arts Tournamentï½,Rare[R],21-Sep-18,"**[Field]** 
**[Activate Main]**  Switch this card to Rest Mode : If your Leader Card is Announcer, choose up to 2 of your Battle Cards with World Tournament, and they each gain +5000 power for the duration of the turn.",0(-)
TB1-023,EXTRA,Strategies of Universe 7,Red,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],"May 25,2018",**[Activate Main]**  Choose all red Saiyan cards in your Battle Area. They gain **[Barrier]**   (They can't be chosen by the skills of your opponent's cards) until the end of your opponent's next turn.,0(-)
TB1-024,EXTRA,Time Kicker,Red,Themed Boosterï½The Tournament Of Powerï½,Common[C],"May 25,2018","**[Counter Attack]**  Negate the attack. If your Leader Card is Universe 6, choose up to 1 attacking Battle Card and send it to the Warp. At the end of the turn, your opponent plays the card sent to the Warp with this skill in its owner's Battle Area from the Warp. (Cards stacked under the card are placed in the Drop Area)",1((R))
TB1-048,EXTRA,Dangers Triangle,Blue,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],"May 25,2018","**[Field]**  (Place and activate this card in the Battle Area. It remains in the Battle Area until you activate another **[Field]** . When you do, place this card in the Drop Area)
**[Permanent]**  If Bergamo, Lavender, and Basil are in play in your Battle Area, negate the skills of all of your opponent's Battle Cards with energy costs of 4 or less in their Battle Area.",1((U))
TB1-049,EXTRA,Shining Blaster,Blue,Themed Boosterï½The Tournament Of Powerï½,Common[C],"May 25,2018","**[Counter Attack]**  Negate the attack. Then, if your Leader Card is Universe 9, choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less and return it to its owner's hand. (Cards stacked under the card are placed in the Drop Area.)",1((U))
TB1-071,EXTRA,Maiden Transformation,Green,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],"May 25,2018",**[Activate Main]**  Choose up to 2 Maiden Squadron with energy costs of 4 or less in your Drop Area and play them.,4((G)(G))
TB1-072,EXTRA,Maiden Charge,Green,Themed Boosterï½The Tournament Of Powerï½,Common[C],"May 25,2018","**[Counter Attack]**  Negate the attack. Then, if your Leader is Universe 2, you may place 1 card from your hand in your Drop Area. If you do so, your opponent chooses 1 of their Battle Cards and KO-s it.",1((G))
TB1-095,EXTRA,Universe 7  Representative,Yellow,Themed Boosterï½The Tournament Of Powerï½,Uncommon[UC],"May 25,2018","**[Permanent]**  This card gains Universe 7 in all areas.
**[Activate Main]**  Look at up to 7 cards from the top of your deck. Choose up to 1 Universe 7 among them and add it to your hand. Then, shuffle your deck.",1(-)
TB1-096,EXTRA,Cocotte Zone,Yellow,Themed Boosterï½The Tournament Of Powerï½,Common[C],"May 25,2018","**[Counter Attack]**  Negate the attack. Then, if your Leader Card is Universe 11, choose up to 1 of your opponent's Battle Cards and switch it to Rest mode.",1((Y))
DB2-029,EXTRA,Flight of the Grand Eagle,Red,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],"March 27, 2020","**[Counter Attack]**  Choose up to 1 of your Leader Cards or Battle Cards and it gets +100000 power for the battle.
**[Permanent]**  If your Leader Card is red, you can activate this card's **[Counter]**  skill from your hand by choosing 2 of your non-token Battle Cards and reducing their power by -10000 for the turn instead of paying its energy cost.",1((R))
DB2-030,EXTRA,Ultrasonic Exchange,Red,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Counter Play]**  If the Battle Card your opponent is playing has 20000 power or less, your opponent may place that Battle Card in their Drop Area instead of playing it. If they don't, they choose 1 of their Battle Cards and place it in its owner's Drop Area.",2((R))
DB2-031,EXTRA,"Universe 4, Assemble!",Red,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020",**[Activate Main]**  Choose up to 2 skill-less Battle Cards with 10000 power in your Drop Area and/or Warp and play them.,1((R))
DB2-032,EXTRA,Mystic Talismans,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020","**[Counter Attack]**  Negate the attack, then choose up to 1 of your Battle Cards and it gets +5000 power until the end of your next turn.",1((R))
DB2-033,EXTRA,Meditation,Red,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020","**[Activate Main]**  Choose 1 of your Battle Cards : For the turn, the chosen card gets +15000 power, can attack Battle Cards in Active Mode, can't have its attacks negated, and can't attack your opponent's Leader Card.",1((R))
DB2-062,EXTRA,Dirty Burst,Blue,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],"March 27, 2020","**[Counter Play]**  (U) : Draw 1 card; your opponent can't attack with Battle Cards with energy costs of 7 or more for the turn.
**[Counter Attack]**  Negate the attack.",1((U))
DB2-063,EXTRA,Internal Energy Shift,Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Counter Attack]**  Negate the attack, then your opponent reveals the top card of their deck; if it's a Battle Card, choose up to 1 of your Battle Cards and up to 1 of your energy and switch them to Active Mode.",1((U))
DB2-064,EXTRA,"Universe 10, Assemble!",Blue,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020","**[Counter Attack]**  Negate the attack, look at up to 3 cards from the top of your opponent's deck and put them back in any order, then choose up to 1 Universe 10 card with an energy cost of 2 or less in your hand and play it.",1((U))
DB2-093,EXTRA,Pretty Black Hole,Green,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],"March 27, 2020","**[Counter Attack]**  Negate the attack, then you may choose 1 of your Battle Cards, negate its skills, and place it in its owner's Drop Area. If you do, draw 1 card, then choose any number of your opponent's non-token Battle Cards with a total energy cost less than or equal to the energy cost of the card you placed in a Drop Area with this skill, and KO them.",1((G))
DB2-094,EXTRA,Heart Arrow of Love,Green,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Activate Battle]**  Choose 1 of your green Leader Cards or Battle Cards and it gets +10000 power for the battle; then, if it's your turn, choose up to 2 of your opponent's Battle Cards with energy costs of 3 or less and KO them.",1((G))
DB2-095,EXTRA,"Universe 2, Assemble!",Green,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Activate Main]**  Draw 1 card, then choose up to 1 Universe 2 card in your deck, place it in your Drop Area, then shuffle your deck.",1((G))
DB2-096,EXTRA,Heavy Light Shatter Burst,Green,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020",**[Activate Main]**  If your Leader Card is green : Choose all of your opponent's Battle Cards and KO them.,5((G))
DB2-097,EXTRA,Big Amour,Green,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020",**[Activate Main]**  If your Leader Card is green : Your opponent can't attack with Battle Cards with energy costs of 5 or more until the start of your next Main Phase.,2((G)(G))
DB2-126,EXTRA,Giant Ball,Yellow,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],"March 27, 2020","**[Counter Play]**  When the Battle Card is played, you may choose it and switch it to Rest Mode, then draw 1 card.",1((Y))
DB2-127,EXTRA,"Universe 9, Assemble!",Yellow,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Activate: Main/Battle]**  Draw 2 cards; if all of your opponent's energy is in Rest Mode, choose up to 1 Universe 9 card in your deck with an energy cost of 2 or less, play it, then shuffle your deck.",2((Y)(Y))
DB2-128,EXTRA,Justice Crush,Yellow,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Counter Play]**  If your Leader Card has Universe in its special trait : If the Battle Card being played has an energy cost of 4 or less, it's played in Rest Mode with its skills negated for the turn.",2((Y))
DB2-129,EXTRA,Ice Lance,Yellow,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020",**[Activate Main]**  Choose up to 1 of your opponent's Battle Cards with an energy cost greater than their current energy and negate its skills for the turn.,1((Y))
DB2-130,EXTRA,Triangle Danger Beam,Yellow,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020",**[Activate Battle]**  Choose 1 of your opponent's Battle Cards and negate its skills for the turn.,2((Y))
DB2-159,EXTRA,Protector of the People,Black,DRAFT BOX 05-Divine Multiverse-,Super Rare[SR],"March 27, 2020","**[Counter Attack]**  Negate the attack, then you may choose 1 card in your hand and place it in your Drop Area. If you do, choose 1 of your Leader Cards and it gains the following effect for the turn:
 When this card is attacked by a Battle Card, it gets +5000 power for the turn.",1(-)
DB2-160,EXTRA,Not Even a Scratch,Black,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Counter Attack]**  Negate the attack.
**[Activate Main]** **[one]** , send this card from your Drop Area to your Warp : Draw 1 card.",1(-)
DB2-161,EXTRA,"Universe 3, Assemble!",Black,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020","**[Activate Main]** **[Burst 3]**  Choose up to 2 black Battle Cards with energy costs of 2 or less in your Drop Area, and play them with their skills negated for the turn.",3(-)
DB2-162,EXTRA,Bollarator's Elastic Strike!,Black,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020","**[Activate Main]**  Choose 1 of your opponent's Battle Cards and send it to its owner's Warp, then choose 1 of your Battle Cards and send it to its owner's Warp.",2(-)
DB2-163,EXTRA,The Final Mission,Black,DRAFT BOX 05-Divine Multiverse-,Common[C],"March 27, 2020","**[Activate Main]**  Choose 4 Battle Cards with energy costs between 3 and 7 in your Drop Area, and shuffle them into your deck : Choose all of your opponent's Battle Cards with 20000 power or less and send them to their owners' Warps.",4(-)
DB2-164,EXTRA,Phantom Fist,Red/Blue,DRAFT BOX 05-Divine Multiverse-,Rare[R],"March 27, 2020","**[Energy-Exhaust]** 
**[Permanent]**  If you have 4 or more energy, you can activate this card from your hand by placing 1 red card in your hand in your Drop Area instead of paying this card's energy cost.
**[Activate Main]**  At the start of your opponent's next Main Phase, choose up to 1 of your blue energy, switch it to Active Mode, then choose up to 1 of your opponent's Battle Cards and it gets -15000 power until the start of your next Main Phase.",2((R)(U))
DB2-165,EXTRA,Sleepy Boy Technique,Red/Blue,DRAFT BOX 05-Divine Multiverse-,Uncommon[UC],"March 27, 2020","**[Energy-Exhaust]** 
**[Counter Attack]**  Negate the attack, draw 2 cards, then choose up to 1 of your opponent's Battle Cards and return it to its owner's hand.",3((R)(U))
DB1-019,EXTRA,Niagara Drop,Red,DRAFT BOX 04-DRAGON BRAWL-,Common[C],"September 20, 2019","**[Activate Battle]**  If your Leader Card is a red Saiyan card : Choose 1 of your Leader Cards or Battle Cards, and for the duration of the turn, that card gets +5000 power, then if your life is at 3 or less and it's your opponent's turn, choose up to 1 of your red energy, switch it to Active Mode, and draw 1 card.",2((R))
DB1-020,EXTRA,Galick Cannon,Red,DRAFT BOX 04-DRAGON BRAWL-,Super Rare[SR],"September 20, 2019","**[Counter Play]**  When the Battle Card is played, choose up to 1 of those Battle Cards and it gets -15000 power for the duration of the turn.",1((R))
DB1-039,EXTRA,Kamehameha,Blue,DRAFT BOX 04-DRAGON BRAWL-,Uncommon[UC],"September 20, 2019",**[Activate Main]**  Choose up to 1 of your opponent's Battle Cards with an energy cost of 3 or less and place it at the bottom of its owner's deck. ,1((U))
DB1-040,EXTRA,Desperate Measures,Blue,DRAFT BOX 04-DRAGON BRAWL-,Common[C],"September 20, 2019","**[Counter Play]**  If the Battle Card your opponent is playing has an energy cost of 2 or less, it is returned to its owner's hand instead of being played, then choose up to 1 of your blue Battle Cards with an energy cost of 3 or less and return it to its owner's hand.",1((U))
DB1-059,EXTRA,Slumber Strike,Green,DRAFT BOX 04-DRAGON BRAWL-,Rare[R],"September 20, 2019","**[Activate Main]**  If Your Leader Card is green : Choose one-
 Choose 1 Battle Card with an energy cost greater than or equal to your opponent's energy and KO it. 
 Choose 1 of your opponent's Battle Cards with an energy cost of 3 or less and KO it.",1((G))
DB1-060,EXTRA,"M2, the Phantasmagoric Planet",Green,DRAFT BOX 04-DRAGON BRAWL-,Common[C],"September 20, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Auto]**  When this card is placed in a Battle Area, play 1 Machine Mutant Token. (Machine Mutant Tokens have 10000 power, 0 combo cost, and 5000 combo power.)
**[Activate Main]**  Place this card in its owner's Drop Area from your Battle Area : Choose 1 of your opponent's Battle Cards with an energy cost of 1 and KO it. If you KO'd a card, draw 1 card.",1((G))
DB1-079,EXTRA,Final Spirit Cannon,Yellow,DRAFT BOX 04-DRAGON BRAWL-,Uncommon[UC],"September 20, 2019","**[Activate Main]**  Choose one- 
 Choose 1 of your opponent's cards and switch it to Rest Mode. 
 Choose 1 of your opponent's Battle Cards in Rest Mode with an energy cost of 4 or less and KO it.",2((Y))
DB1-080,EXTRA,Paternal Bonds,Yellow,DRAFT BOX 04-DRAGON BRAWL-,Common[C],"September 20, 2019","**[Counter Attack]**  Negate the attack, and you may choose 1 of your cards and switch it to Rest Mode. If you do, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode.",1((Y))
DB1-086,EXTRA,Remote Serious Bomb,Black,DRAFT BOX 04-DRAGON BRAWL-,Uncommon[UC],"September 20, 2019",**[Activate Main]**  Your opponent chooses 1 of their Battle Cards and sends it to its owner's Warp.,1(-)
DB1-087,EXTRA,Burning Slash,Black,DRAFT BOX 04-DRAGON BRAWL-,Common[C],"September 20, 2019","**[Counter Attack]**  Negate the attack. 
**[Permanent]**  This card's skills can't be negated in any area.
",1(-)
